meets criteria?,Notes,Reviewer 1,Reviewer 2,Number,Article Title,Abstract,article type,Publication Year,Authors,Source Title,Publication Date,DOI,DOI Link,Book DOI
TBD,,Jackson,Bailey,855,The role of stimulus-driven and goal-driven control in saccadic visual selection,"Four experiments were conducted to investigate the role of stimulus-driven and goal-driven control in saccadic eye movements. Participants were required to make a speeded saccade toward a predefined target presented concurrently with multiple nontargets and possibly 1 distractor. Target and distractor were either equally salient (Experiments 1 and 2) or not (Experiments 3 and 4). The results uniformly demonstrated that fast eye movements were completely stimulus driven, whereas slower eye movements were goal driven. These results are in line with neither a bottom-up account nor a top-down notion of visual selection. Instead, they indicate that visual selection is the outcome of 2 independent processes, one stimulus driven and the other goal driven, operating in different time windows.",Article,2004,"van Zoest, W; Donk, M; Theeuwes, J",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,AUG,10.1037/0096-1523.30.4.749,http://dx.doi.org/10.1037/0096-1523.30.4.749,
TBD,,Jackson,Bailey,856,"The oculomotor salience of flicker, apparent motion and continuous motion in saccade trajectories","The aim of the present study was to investigate the impact of dynamic distractors on the time-course of oculomotor selection using saccade trajectory deviations. Participants were instructed to make a speeded eye movement (pro-saccade) to a target presented above or below the fixation point while an irrelevant distractor was presented. Four types of distractors were varied within participants: (1) static, (2) flicker, (3) rotating apparent motion and (4) continuous motion. The eccentricity of the distractor was varied between participants. The results showed that saccadic trajectories curved towards distractors presented near the vertical midline; no reliable deviation was found for distractors presented further away from the vertical midline. Differences between the flickering and rotating distractor were found when distractor eccentricity was small and these specific effects developed over time such that there was a clear differentiation between saccadic deviation based on apparent motion for long-latency saccades, but not short-latency saccades. The present results suggest that the influence on performance of apparent motion stimuli is relatively delayed and acts in a more sustained manner compared to the influence of salient static, flickering and continuous moving stimuli.",Article,2017,"van Zoest, W; Heimler, B; Pavani, F",EXPERIMENTAL BRAIN RESEARCH,JAN,10.1007/s00221-016-4779-1,http://dx.doi.org/10.1007/s00221-016-4779-1,
TBD,,Jackson,Bailey,857,Conditional control in visual selection,"Attention and eye movements provide a window into the selective processing of visual information. Evidence suggests that selection is influenced by various factors and is not always under the strategic control of the observer. The aims of this tutorial review are to give a brief introduction to eye movements and attention and to outline the conditions that help determine control. Evidence suggests that the ability to establish control depends on the complexity of the display as well as the point in time at which selection occurs. Stimulus-driven selection is more probable in simple displays than in complex natural scenes, but it critically depends on the timing of the response: Salience determines selection only when responses are triggered quickly following display presentation, and plays no role in longer-latency responses. The time course of selection is also important for the relationship between attention and eye movements. Specifically, attention and eye movements appear to act independently when oculomotor selection is quick, whereas attentional processes are able to influence oculomotor control when saccades are triggered only later in time. This relationship may also be modulated by whether the eye movement is controlled in a voluntary or an involuntary manner. To conclude, we present evidence that shows that visual control is limited in flexibility and that the mechanisms of selection are constrained by context and time. The outcome of visual selection changes with the situational context, and knowing the constraints of control is necessary to understanding when and how visual selection is truly controlled by the observer.",Review,2017,"van Zoest, W; Van der Stigchel, S; Donk, M",ATTENTION PERCEPTION & PSYCHOPHYSICS,AUG,10.3758/s13414-017-1352-3,http://dx.doi.org/10.3758/s13414-017-1352-3,
TBD,,Jackson,Bailey,858,Parcellation of parietal cortex: Convergence between lesion-symptom mapping and mapping of the intact functioning brain,"Spatial-attentional deficits are highly prevalent following stroke. They can be clinically detected by means of conventional bedside tests such as target cancellation, line bisection and the visual extinction test. Until recently, lesion mapping studies and functional imaging of the intact brain did not agree very well on exactly which parietal areas play a key role in selective attention: the inferior parietal lobule or the intraparietal sulcus. Recently, the use of a contrastive approach in patients akin to that commonly used in functional imaging studies in healthy volunteers together with voxel-based lesion-symptom mapping have allowed to bring the patient lesion mapping much closer to the functional imaging results obtained in healthy controls. In this review we focus on converging evidence obtained from patient lesion studies and from fMRI studies in the intact brain in humans. This has yielded novel insights into the functional segregation between the middle third of the intraparietal sulcus, the superior parietal lobule and the temporoparietal junction in the intact brain and also enhanced our understanding of the pathogenetic mechanisms underlying deficits arising in patients. (C) 2008 Elsevier B.V. All rights reserved.",Review,2009,"Vandenberghe, R; Gillebert, CR",BEHAVIOURAL BRAIN RESEARCH,MAY 16,10.1016/j.bbr.2008.12.005,http://dx.doi.org/10.1016/j.bbr.2008.12.005,
TBD,,Jackson,Bailey,859,Functional specificity of superior parietal mediation of spatial shifting,"Using event-related functional magnetic resonance imaging (fMRI) we determined how brain activity changes when an attended target shifts its location. In the main experiment, a white square could appear at 10 possible eccentricities along the horizontal meridian. It remained on the screen for a variable period of time and then changed location. At any time the stimulus could dim briefly. Subjects had to press a button when the stimulus dimmed. In order to perform this task attention had to be locked onto the target and shift with it. Half of the runs were performed overtly and half covertly. The event of interest consisted of the shift in the location of the attentional target. The state of maintained attention occurring in between the shifts constituted the baseline. The superior parietal gyrus was activated bilaterally in response to attentional shifts. No other area showed a significant response to shifting. On the left side the amplitude of the superior parietal response correlated positively with the distance of the shift. On the right side a significant correlation was present only for overt shifts. In a separate experiment we compared the maintaining of attention at a single spatial location to passive fixation: the frontal eye fields, anterior cingulate, right dorsolateral prefrontal cortex, and inferior parietal lobule were significantly activated, indicating that the absence of a shift-related response in these areas in the main experiment was due to the fact that; they were equally activated by maintaining and shifting attention. The response to spatial shifts and the correlation with the distance between the original and the new location points to a specific role of the superior parietal gyrus in shifting the locus of spatial attention. (C) 2001 Academic Press.",Article,2001,"Vandenberghe, R; Gitelman, DR; Parrish, TB; Mesulam, MM",NEUROIMAGE,SEP,10.1006/nimg.2001.0860,http://dx.doi.org/10.1006/nimg.2001.0860,
TBD,,Jackson,Bailey,860,THE ROLE OF POSITION IN OBJECT SELECTION IN VISION,"Within contemporary visual-information-processing psychology, two classes of selective-attention theories can be distinguished: position-not-special theories and position-special theories. The position-not-special theories postulate that attentional selection by colour, by form, and by position are equivalent selective operations. The position-special theories assume that selection by position is more basic or direct than selection by colour or by form. Examples of both types of theory are briefly described, and irrelevant and relevant evidence is critically discussed. It is concluded that the relevant evidence is directly compatible with the position-special views and that the position-not-special theories require additional extraneous assumptions. The position-special model presented in Van der Heijden (1992) is elaborated in further detail. It is shown that this model is compatible with two important and often substantiated assumptions of the position-not-special theories: the assumption that pre-attentive analysers organize the visual scene in objects against a background, and the assumption that visual-selective attention can be directed at objects isolated in this way. This position-special theory is a parsimonious theory because it can identify the mentalistic concept selective attention with the materialistic concept spatial position.",Article,1993,"VANDERHEIJDEN, AHC",PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,NOV,10.1007/BF00572132,http://dx.doi.org/10.1007/BF00572132,
TBD,,Jackson,Bailey,861,The Control of Visual Attention: Toward a Unified Account,"Visual attention is deployed through visual scenes to find behaviorally relevant targets. This attentional deployment-or attentional control-can be based on either stimulus factors, such as the salience of an object or region, or goal relevance, such as the match between an object and the target being searched for. Decades of research have measured attentional control by examining attentional interruption by a completely irrelevant distracting object, which may or may not capture attention. Based on the results of attentional capture tasks, the literature has distilled two alternative views of attentional control and capture: one focused on stimulus-driven factors and the other based on goal-driven factors. In the current paper, we propose an alternative in which stimulus-driven control and goal-driven control are not mutually exclusive but instead related through task dynamics, specifically experience. Attentional control is initially stimulus-driven. However, as participants gain experience with all aspects of a task, attentional control rapidly becomes increasingly goal-driven. We present four experiments that examine this experience-dependent attentional tuning. We show that to resist capture and be highly selective based on target properties, attention must be configured to aspects of a task through experience.",Article; Book Chapter,2014,"Vecera, SP; Cosman, JD; Vatterott, DB; Roper, ZJJ","PSYCHOLOGY OF LEARNING AND MOTIVATION, VOL 60",,10.1016/B978-0-12-800090-8.00008-1,http://dx.doi.org/10.1016/B978-0-12-800090-8.00008-1,
TBD,,Jackson,Bailey,862,Eye gaze does not produce reflexive shifts of attention: Evidence from frontal-lobe damage,"Humans are able to predict the behavior of others using visual information. Several studies have argued that social cues, such as eye gaze direction, can influence the allocation of visual attention in a reflexive manner. We have previously shown that a patient with frontal-lobe damage, patient EVR, can use peripheral cues to direct attention but cannot use either word cues or gaze cues to allocate attention. These findings suggest that 'social attention' may involve frontal-lobe processes that control voluntary, not automatic, shifts of visuospatial attention. In the current paper, we further examine 'social attention' in EVR and demonstrate that his failure to orient attention voluntarily cannot be attributed to either cue predictability or a 'sluggish' attentional system. EVR exhibits a general impairment in orienting attention endogenously, and this impairment includes orienting from gaze cues. Gaze cues direct attention in a voluntary, not a reflexive, manner. (c) 2005 Elsevier Ltd. All rights reserved.",Article,2006,"Vecera, SP; Rizzo, M",NEUROPSYCHOLOGIA,,10.1016/j.neuropsychologia.2005.04.010,http://dx.doi.org/10.1016/j.neuropsychologia.2005.04.010,
TBD,,Jackson,Bailey,863,Distraction by color and its electrophysiological correlates,"We used the effects of colored distractors on ERPs to assess the psychophysiological consequences of selection by color. In Experiment 1 participants searched a rapid serial visual presentation (RSVP) sequence for a prespecified target letter that usually appeared in a cued color. ERPs elicited by cued-color distractors were similar to those elicited by targets, indicating relatively complete distractor processing. In Experiment 2 one letter in the RSVP sequence was framed by an irrelevant distractor probe in either the cued color or an uncued color. Such distractor probes elicited a P1, N1, or P2 sequence that depended on their color. In addition, probes presented shortly before the target tended to suppress the ERP components associated with target processing, especially for probes in the cued color. These observed variations in ERPs depending on the distractor's type and its distance from the target help to reveal the time course and mechanisms of selection by color.",Article,2009,"Vierck, E; Miller, J",PSYCHOPHYSIOLOGY,MAY,10.1111/j.1469-8986.2009.00798.x,http://dx.doi.org/10.1111/j.1469-8986.2009.00798.x,
TBD,,Jackson,Bailey,864,A re-examination of the impact of object processing on shifts of spatial attention,"When two targets are presented in rapid succession at the same spatial location, processing of the first is highly efficient, while processing of the second is often profoundly impaired at brief inter-target intervals (attentional blink; AB). While the AB has been shown to impact many processes, it is still unclear whether this includes the ability to shift spatial attention. The present study examined this question using a more sensitive dependent measure than past studies; namely, response times. It also evaluated whether masking of the cue stimulus modulated the effect of the AB on spatial shifts. The results showed significant cueing effects on T2 response times that were strongly modulated by the AB. This supports suggested links between mechanisms underlying object processing and spatial shifts of attention.",Article,2011,"Visser, TAW",ATTENTION PERCEPTION & PSYCHOPHYSICS,APR,10.3758/s13414-010-0058-6,http://dx.doi.org/10.3758/s13414-010-0058-6,
TBD,,Jackson,Bailey,865,PSYCHOLOGY OF COMPUTER USE .32. COMPUTER-SCREEN-SAVERS AS DISTRACTORS,"The differences in performance of 16 male and 16 female undergraduates on three cognitive tasks were investigated in the presence of visual distractors (computer-generated dynamic graphic images). These tasks included skilled and unskilled proofreading and listening comprehension. The visually demanding task of proofreading (skilled and unskilled) showed no significant decreases in performance in the distractor conditions. Results showed significant decrements, however, in performance on listening comprehension in at least one of the distractor conditions.",Article,1994,"VOLK, FA; HALCOMB, CG",PERCEPTUAL AND MOTOR SKILLS,DEC,10.2466/pms.1994.79.3f.1632,http://dx.doi.org/10.2466/pms.1994.79.3f.1632,
TBD,,Jackson,Bailey,866,Reliability and magnitude of auditory laterality effects: The influence of attention,"Three experiments investigated the effect of attention on the reliability and magnitude of laterality effects in a dichotic listening task. In Experiment 1, 40 undergraduate students were randomly assigned to either a free-recall or focused-attention condition. In Experiment 2, 40 undergraduate students completed a dichotic listening task with exogenous cueing. They were randomly assigned to either a 150-ms stimulus onset asynchrony (SOA) or a 450-ms SOA condition. In Experiment 3, 20 participants completed a task where the SOA for the exogenous cue was randomized on a trial to trial basis. Results indicated that focused attention increased the magnitude of the laterality effect. Contrary to predictions, this finding was not due to reduced variability in the focused-attention task compared to the free-recall task. In addition, a cueing tone was only effective at directing attention in Experiment 3. Specifically, a significant right car advantage observed at the 150-ms SOA was reduced at the 450-ms SOA. It appears that, in Experiment 3, the tone was effective at controlling attention because it reduced the systematic bias that has been suggested to account for the laterality effects observed in dichotic tasks. (C) 2001 Academic Press.",Article,2001,"Voyer, D; Flight, JI",BRAIN AND COGNITION,AUG,10.1006/brcg.2001.1298,http://dx.doi.org/10.1006/brcg.2001.1298,
TBD,,Jackson,Bailey,867,The ventriloquist effect does not depend on the direction of automatic visual attention,"Previously, we showed that the visual bias of auditory sound location, or ventriloquism, does not depend on the direction of deliberate, or endogenous, attention (Bertelson, Vroomen, de Gelder, & Driver, 2000). In the present study, a similar question concerning automatic, or exogenous, attention was examined. The experimental manipulation was based on the fact that exogenous visual attention can be attracted toward a singleton - that is, an item different on some dimension from all other items presented simultaneously. A display was used that consisted of a row of four bright squares with one square, in either the left- or the rightmost position, smaller than the others, serving as the singleton. In Experiment 1, subjects made dichotomous left-right judgments concerning sound bursts, whose successive locations were controlled by a psychophysical staircase procedure and which were presented in synchrony with a display with the singleton either left or right. Results showed that the apparent location of the sound was attracted not toward the singleton, but instead toward the big squares at the opposite end of the display. Experiment 2 was run to check that the singleton effectively attracted exogenous attention. The task was to discriminate target letters presented either on the singleton or on the opposite big square. Performance deteriorated when the target was on the big square opposite the singleton, in comparison with control trials with no singleton, thus showing that the singleton attracted attention away from the target location. In Experiment 3, localization and discrimination trials were mixed randomly so as to control for potential differences in subjects' strategies in the two preceding experiments. Results were as before, showing that the singleton attracted attention, whereas sound localization was shifted away from the singleton. Ventriloquism can thus be dissociated from exogenous visual attention and appears to reflect sensory interactions with little role for the direction of visual spatial attention.",Article,2001,"Vroomen, J; Bertelson, P; de Gelder, B",PERCEPTION & PSYCHOPHYSICS,MAY,10.3758/BF03194427,http://dx.doi.org/10.3758/BF03194427,
TBD,,Jackson,Bailey,868,Basic processes in reading: Spatial attention as a necessary preliminary to orthographic and semantic processing,"The question of whether words can be identified without spatial attention has been a topic of considerable interest over the last five and a half decades, but the literature has yielded mixed conclusions. The present experiments manipulated the proportion of valid trials (the proportion of trials in which a cue appeared in the same location as the upcoming target word) so as to encourage distributed (50% valid cues; Experiments 1 and 3) or focused (100% valid cues; Experiments 2 and 4) spatial attention in a priming-type paradigm. Participants read aloud a target word, and the impact of a simultaneously presented distractor word was assessed. Semantic and orthographic priming effects were present when conditions promoted distributed spatial attention but absent when conditions promoted focused spatial attention. In contrast, Experiment 5 yielded a distractor word effect in the 100% valid cue condition when subjects identified a colour (Stroop task). We take these results to suggest that (1) spatial attention is a necessary preliminary to visual word recognition and (2) examining the role of spatial attention in the context of the Stroop task may have few implications for basic processes in reading because colour processing makes fewer demands on spatial attention than does visual word recognition.",Article,2011,"Waechter, S; Besner, D; Stolz, JA",VISUAL COGNITION,,10.1080/13506285.2010.517228,http://dx.doi.org/10.1080/13506285.2010.517228,
TBD,,Jackson,Bailey,869,Statistical regularities bias overt attention,"A previous study employing the additional singleton paradigm showed that a singleton distractor that appeared more often in one specific location interfered less with target search than when it appeared at any other location. These findings suggested that through statistical learning the location that was likely to contain a distractor was suppressed relative to all other locations. Even though feasible, it isalso possible that this effect is due to faster disengagement of attention from the high-probability distractor location. The present study tested this hypothesis using a variant of the additional singleton task adapted for eye tracking in which observers made a speeded saccade to a shape singleton and gave a manual response. The singleton distractor was presented more often at one location than all other locations. Consistent with the suppression hypothesis, we found that fewer saccades landed at the high-probability distractor location than any other location. Also, when a target appeared at the high-probability location, saccade latencies towards the target were higher than latencies towards the target when it was presented at other locations. Furthermore, in addition to suppression, we also found evidence for faster disengagement from the high-probability distractor location than the low-probability distractor location; however, this effect was relatively small. The current findings support the notion that through statistical learning plasticity is induced in the spatial priority map of attentional selection so that the high-probability distractor location is suppressed compared to any other location.",Article,2019,"Wan, BC; Samara, I; Theeuwes, J",ATTENTION PERCEPTION & PSYCHOPHYSICS,AUG,10.3758/s13414-019-01708-5,http://dx.doi.org/10.3758/s13414-019-01708-5,
TBD,,Jackson,Bailey,870,Item-specific control of attention capture: An eye movement study,"Measures of attentional capture are sensitive to attentional control settings. Recent research suggests that such control settings can be linked associatively to specific items. Rapid item-specific retrieval of these control settings can then modulate measures of attentional capture. However, the processes that produce this item-specific control of attentional capture are unclear. The current study addressed this issue by examining eye-movement patterns associated with the item-specific proportion congruency effect (ISPC). Participants searched for a shape singleton target in search displays that also contained a colour singleton-the colour singleton was either the same item as the shape singleton (congruent trials) or a different item (incongruent trials). The relative proportions of congruent and incongruent trials were manipulated separately for two distinct item types that were randomly intermixed. Response times (RTs) were faster on congruent than incongruent trials, and this congruency effect was larger for high-proportion congruent (HPC) than low-proportion congruent (LPC) items. Eye movement data revealed a higher proportion of saccades towards the distractor and longer dwell times on the distractor in the HPC condition. These results suggest that item-specific associative learning can influence the strength of representation of the task goal (e.g., find the odd shape), a form of selection history effect in visual search.",Article,2023,"Wang, C; LaPointe, MRP; Venkateshan, S; Zhao, G; Tao, WD; Sun, HJ; Milliken, B",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,JAN,10.1177/17470218221085110,http://dx.doi.org/10.1177/17470218221085110,
TBD,,Jackson,Bailey,871,Stimuli that signal the availability of reward break into attentional focus,"Mounting evidence has shown that a task-irrelevant, previously reward-associated stimulus can capture attention even when attending to this stimulus impairs the processing of the current target. Here we investigate whether a stimulus that merely signals the availability of reward could capture attention and interfere with target processing when it is located outside of attentional focus. In three experiments, a target was always presented at the bottom of the lower visual field to attract focal attention. A distractor signalling high or low reward availability for the current trial was presented around the target with a variable distance between them. This distractor was task-irrelevant; getting distracted by it could potentially result in an omission of reward. For the high-reward condition, the distractor located adjacent to the target more severely interfered with target processing than the distractor at a relatively distant location; for the low-reward condition, distractors at different locations had the same impact upon target processing. Relative to the low-reward distractor, the high-reward distractor impaired target processing, but only at the location adjacent to the target. When the target location was uncertain such that attention was unable to be directed to the target in advance, the high-reward distractor interfered with target processing at both the adjacent and distant locations. Overall, these results suggest that a task-irrelevant stimulus can break into focus of attention by simply signalling the availability of reward even when getting distracted by this stimulus is counterproductive to obtaining reward.",Article,2018,"Wang, LH; Li, S; Zhou, XL; Theeuwes, J",VISION RESEARCH,MAR,10.1016/j.visres.2017.10.008,http://dx.doi.org/10.1016/j.visres.2017.10.008,
TBD,,Jackson,Bailey,872,Reward Breaks Through Center-Surround Inhibition via Anterior Insula,"Focusing attention on a target creates a center-surround inhibition such that distractors located close to the target do not capture attention. Recent research showed that a distractor can break through this surround inhibition when associated with reward. However, the brain basis for this reward-based attention is unclear. In this fMRI study, we presented a distractor associated with high or low reward at different distances from the target. Behaviorally the low-reward distractor did not capture attention and thus did not cause interference, whereas the high-reward distractor captured attention only when located near the target. Neural activity in extrastriate cortex mirrored the behavioral pattern. A comparison between the high-reward and the low-reward distractors presented near the target (i.e., reward-based attention) and a comparison between the high-reward distractors located near and far from the target (i.e., spatial attention) revealed a common frontoparietal network, including inferior frontal gyrus and inferior parietal sulcus as well as the visual cortex. Reward-based attention specifically activated the anterior insula (AI). Dynamic causal modelling showed that reward modulated the connectivity from AI to the frontoparietal network but not the connectivity from the frontoparietal network to the visual cortex. Across participants, the reward-based attentional effect could be predicted both by the activity in AI and by the changes of spontaneous functional connectivity between AI and ventral striatum before and after reward association. These results suggest that AI encodes reward-based salience and projects it to the stimulus-driven attentional network, which enables the reward-associated distractor to break through the surround inhibition in the visual cortex. (C) 2015 Wiley Periodicals, Inc.",Article,2015,"Wang, LH; Yu, HB; Hu, J; Theeuwes, J; Gong, XL; Xiang, Y; Jiang, CJ; Zhou, XL",HUMAN BRAIN MAPPING,DEC,10.1002/hbm.23004,http://dx.doi.org/10.1002/hbm.23004,
TBD,,Jackson,Bailey,873,Examining the bias for orthographic components using an apparent motion detection task,"A novel task was used to examine how sublexical orthographic components are activated in the case of Chinese characters. Participants judged which of the two composing radicals of a horizontal character was displaced in an apparent motion (AM) detection task. The detection performance of semantic and phonetic radicals did not differ in Experiment 1. As additional recognition demands (naming or lexical decision) were imposed in Experiments 2 and 3, participants more efficiently detected the AM of the phonetic radical than the semantic radical when the character frequency was low. These findings demonstrate the usefulness of the AM detection task in probing radical activation. Implications for models of word and Chinese character recognition are also discussed.",Article,2006,"Wang, MY",PSYCHOLOGIA,SEP,10.2117/psysoc.2006.193,http://dx.doi.org/10.2117/psysoc.2006.193,
TBD,,Jackson,Bailey,874,Recognition intent and visual word recognition,"This study adopted a change detection task to investigate whether and how recognition intent affects the construction of orthographic representation in visual word recognition. Chinese readers (Experiment 1-1) and nonreaders (Experiment 1-2) detected color changes in radical components of Chinese characters. Explicit recognition demand was imposed in Experiment 2 by an additional recognition task. When the recognition Was implicit, a bias favoring the radical location informative of character identity was found in Chinese readers (Experiment 1-1), but not nonreaders (Experiment 1-2). With explicit recognition demands, the effect of radical location interacted with radical function and word frequency (Experiment 2). An estimate of identification performance under implicit recognition was derived in Experiment 3. These findings reflect the joint influence of recognition intent and orthographic regularity in shaping readers' orthographic representation. The implication for the role of visual attention in word recognition was also discussed. (C) 2008 Elsevier Inc. All rights reserved.",Article,2009,"Wang, MY; Ching, CL",CONSCIOUSNESS AND COGNITION,MAR,10.1016/j.concog.2008.10.004,http://dx.doi.org/10.1016/j.concog.2008.10.004,
TBD,,Jackson,Bailey,875,Long-Term Exposure to High Altitude Affects Voluntary Spatial Attention at Early and Late Processing Stages,"The neurocognitive basis of the effect of long-term high altitude exposure on voluntary attention is unclear. Using event related potentials, the high altitude group (people born in low altitude but who had lived at high altitude for 3 years) and the low altitude group (living in low altitude only) were investigated using a voluntary spatial attention discrimination task under high and low perceptual load conditions. The high altitude group responded slower than the low altitude group, while bilateral N1 activity was found only in the high altitude group. The P3 amplitude was smaller in the high altitude compared to the low altitude group only under high perceptual load. These results suggest that long-term exposure to high altitudes causes hemispheric compensation during discrimination processes at early processing stages and reduces attentional resources at late processing stages. In addition, the effect of altitude during the late stage is affected by perceptual load.",Article,2014,"Wang, Y; Ma, HL; Fu, SM; Guo, SC; Yang, XF; Luo, P; Han, BX",SCIENTIFIC REPORTS,MAR 24,10.1038/srep04443,http://dx.doi.org/10.1038/srep04443,
TBD,,Jackson,Bailey,876,Focal spatial attention can eliminate inhibition of return,"Inhibition of return (IOR) is an orienting phenomenon characterized by slower responses to spatially cued than to uncued targets. In Experiment 1, a physically small digit that required identification was presented immediately following a peripheral cue. The digit could appear in the cued peripheral box or in the central box, thus guaranteeing a saccadic response to the cue in one condition and maintenance of fixation in the other. An IOR effect was observed when a saccadic response to the cue was required, but IOR was not generated by the peripheral cue when fixation was maintained in order to process the central digit. In Experiment 2, IOR effects were observed when participants were instructed to ignore the digits, whether those digits were presented in the periphery or at fixation. These findings suggest that behaviorally manifested, cue-induced IOR effects can be eliminated by focal spatial attentional control settings.",Article,2012,"Wang, ZG; Klein, RM",PSYCHONOMIC BULLETIN & REVIEW,JUN,10.3758/s13423-012-0226-x,http://dx.doi.org/10.3758/s13423-012-0226-x,
TBD,,Jackson,Bailey,877,Spatial Representations as an Emergent Feature of Perceptual Processing Evidence from Human Electrophysiology,"Spatial selection of relevant information has been proposed to reflect an emergent feature of stimulus processing within an integrated network of perceptual areas. Stimulus-based and intention-based sources of information might converge in a common stage when spatial maps are generated. This approach appears to be inconsistent with the assumption of distinct mechanisms for stimulus-driven and top-down controlled attention. In two experiments, the common ground of stimulus-driven and intention-based attention was tested by means of event-related potentials (ERPs) in the human EEG. In both experiments, the processing of a single transient was compared to the selection of a physically comparable stimulus among distractors. While single transients evoked a spatially sensitive N1, the extraction of relevant information out of a more complex display was reflected in an N2pc. The high similarity of the spatial portion of these two components (Experiment 1), and the replication of this finding for the vertical axis (Experiment 2) indicate that these two ERP components might both reflect the spatial representation of relevant information as derived from the organization of perceptual maps, just at different points in time.",Article,2010,"Wascher, E; Beste, C",JOURNAL OF PSYCHOPHYSIOLOGY,,10.1027/0269-8803/a000007,http://dx.doi.org/10.1027/0269-8803/a000007,
TBD,,Jackson,Bailey,878,Attentional and intentional cueing in a Simon task: An EEG-based approach,"Advance information about the location of a stimulus (attentional cueing) does not affect the Simon effect (a shortening of manual response times whenever the position of a stimulus that is irrelevant for the task corresponds to the side of the response). However, advance information about the side of a response (intentional cueing) enhances the Simon effect. At first sight, these well-established results contradict two important assumptions about the origin of the Simon effect: (a) the effect originates at least in part in a covert shift of visual attention that forces the preparation of a response towards the location of the attentional shift and (b) interference between stimulus location and response side takes place within a response selection stage. We replicated the behavioral finding in a study that measured event-related potentials (ERPs) of the EEG. ERPs indicated that the mechanisms causing the Simon effect remain widely unaffected by advance information. Clear evidence for both response preparation and attentional shifts in the cue-target interval was found. Additionally, ERPs suggested that the increment of the Simon effect by intentional cueing might be due to perceptual factors rather than to an alteration in the mechanisms involved in the generation of a regular Simon effect. The implications of these data for the role of attention and of response selection in Simon tasks are discussed.",Article,2004,"Wascher, E; Wolber, M",PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,FEB,10.1007/s00426-002-0128-z,http://dx.doi.org/10.1007/s00426-002-0128-z,
TBD,,Jackson,Bailey,879,Allocation of attention during pursuit of large objects is no different than during fixation,"Attention allocation during pursuit of a spot is usually characterized as asymmetric with more attention placed ahead of the target than behind it. However, attention is symmetrically allocated across larger pursuit stimuli. An unresolved issue is how tightly attention is constrained on large stimuli during pursuit. Although some work shows it is tightly locked to the fovea, other work shows it is allocated flexibly. To investigate this, we had observers perform a character identification task on large pursuit stimuli composed of arrays of five, nine, or 15 characters spaced between 0.68 and 4.08 apart. Initially, the characters were identical, but at a random time, they all changed briefly, rendering one of them unique. Observers identified the unique character. Consistent with previous literature, attention appeared narrow and symmetric around the pursuit target for tightly spaced ( 0.68) characters. Increasing spacing dramatically expanded the attention scope, presumably by mitigating crowding. However, when we controlled for crowding, performance was limited by set size, suffering more for eccentric targets. Interestingly, the same limitations on attention allocation were observed with stationary and pursued stimuli-evidence that attention operates similarly during fixation and pursuit of a stimulus that extends into the periphery. The results suggest that attention is flexibly allocated during pursuit, but performance is limited by crowding and set size. In addition, performing the identification task did not hurt pursuit performance, further evidence that pursuit of large stimuli is relatively inattentive.",Article,2015,"Watamaniuk, SNJ; Heinen, SJ",JOURNAL OF VISION,,10.1167/15.9.9,http://dx.doi.org/10.1167/15.9.9,
TBD,,Jackson,Bailey,880,Inhibition of return in averaging saccades,"When subjects make a quick saccade to one of two stimuli that are presented closely and simultaneously in the peripheral visual field, their eyes often land at a midpoint somewhere between the stimuli (saccadic averaging), The present study investigates whether and how the inhibition-of-return phenomenon (IOR; slower reaction times for the previously attended locations) influences spatial parameters of averaging saccades. Subjects were asked to quickly move their eyes toward one of two stimuli that were presented closely and simultaneously. Most subjects showed a clear tendency toward saccadic averaging. When an uninformative cue was presented 600 ms before the two stimuli (long enough to produce IOR), saccadic averaging still occurred but the saccade landing locations were biased toward the uncued location. Thus, the present study demonstrates that the mechanisms responsible for IOR affect the metrics of averaging saccades and suggests that IOR can be manifested not only in the temporal aspects but also in the spatial aspects of oculomotor behaviors.",Review,2001,"Watanabe, K",EXPERIMENTAL BRAIN RESEARCH,JUN,10.1007/s002210100709,http://dx.doi.org/10.1007/s002210100709,
TBD,,Jackson,Bailey,881,Perceptual organization of moving stimuli modulates the flash-lag effect,"When a visual stimulus is flashed at a given location the moment a second moving stimulus arrives at the same location, observers report the flashed stimulus as spatially lagging behind the moving stimulus (the flash-lag effect). The authors investigated whether the global configuration (perceptual organization) of the moving stimulus influences the magnitude of the flash-lag effect. The results indicate that a flash presented near the leading portion of a moving stimulus lags significantly more than a flash presented near the trailing portion. This result also holds for objects consisting of several elements that group to form a unitary percept of an object in motion. The present study demonstrates a novel interaction between the global configuration of moving objects and the representation of their spatial position and may provide a new and useful tool for the study of perceptual organization.",Article; Proceedings Paper,2001,"Watanabe, K; Nijhawan, R; Khurana, B; Shimojo, S",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,AUG,10.1037//0096-1523.27.4.879,http://dx.doi.org/10.1037//0096-1523.27.4.879,
